Matvare ID,Matvare,Spiselig del (%),Vann (g),Kilojoule (kJ),Kilokalorier (kcal),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Alkohol (g),Vitamin A (RAE) (µg-RE),Vitamin A (RE) (µg),Betakaroten (µg),Retinol (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Kalium (K) (mg),Natrium (Na) (mg),Salt (NaCl) (g),Fosfor (P) (mg),Magnesium (Mg) (mg),Jern (Fe) (mg),Kobber (Cu) (mg),Sink (Zn) (mg),Selen (Se) (µg),Jod (I) (µg)
Meieriprodukter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.732,"Solbærsaft, 1000 g sukker pr. l råsaft, ublandet",100.0,46.0,923.0,217.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,0.0,53.4,50.0,50.0,0.0,0.7,0.0,5.0,10.0,65.0,0.0,0.0,1.1,0.01,0.01,0.2,0.3,0.04,8.0,0.0,101.0,21.0,170.0,2.0,0.0,34.0,9.0,0.7,0.06,0.1,0.0,0.0
06.613,"Solbærsaft, 500 g sukker pr. l råsaft, drikkeklar",100.0,84.0,279.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,16.2,15.6,15.6,0.0,0.1,0.0,1.0,2.0,12.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.01,1.0,0.0,19.0,4.0,32.0,0.0,0.0,6.0,2.0,0.1,0.01,0.0,0.0,0.0
06.730,"Solbærsaft, 500 g sukker pr. l råsaft, ublandet",100.0,35.0,1114.0,262.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9,0.0,64.9,62.3,62.3,0.0,0.5,0.0,4.0,8.0,49.0,0.0,0.0,0.8,0.0,0.0,0.1,0.2,0.03,6.0,0.0,76.0,16.0,128.0,1.0,0.0,26.0,7.0,0.5,0.05,0.1,0.0,0.0
06.587,"Solbærsirup, drikkeklar",100.0,92.0,137.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,7.9,7.2,7.2,0.0,0.1,0.0,1.0,2.0,12.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.01,1.0,0.0,19.0,4.0,32.0,0.0,0.0,6.0,2.0,0.1,0.01,0.0,0.0,0.0
06.574,"Solbærsirup, ublandet",100.0,52.0,822.0,194.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,0.0,47.3,43.5,43.5,0.0,0.8,0.0,6.0,12.0,73.0,0.0,0.0,1.3,0.01,0.01,0.2,0.3,0.04,8.0,0.0,114.0,23.0,191.0,2.0,0.0,38.0,10.0,0.8,0.07,0.1,0.0,0.0
13.126,Soyabasert drikke,100.0,94.0,119.0,28.0,0.9,0.3,0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.4,1.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,1.5,0.0,1.5,1.4,1.4,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.02,0.23,0.0,0.6,0.02,19.0,0.3,0.0,150.0,290.0,26.0,0.1,140.0,19.0,0.4,0.11,0.3,1.0,0.0
13.066,"Soyabasert drikke, med kalsium og vitaminer (vit B2, vit B12, vit D), søtet",100.0,94.0,104.0,24.0,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.3,0.0,0.3,1.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,2.8,0.0,2.8,2.8,2.8,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.01,0.24,0.0,0.6,0.02,21.0,0.3,0.0,150.0,290.0,18.0,0.0,130.0,18.0,0.4,,0.3,1.0,0.0
13.067,"Soyabasert drikke, med kalsium og vitaminer (vit B2, vit B12, vit D), usøtet",100.0,94.0,136.0,32.0,1.8,0.3,0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.4,1.2,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,,0.2,0.03,0.22,0.0,0.6,0.03,17.0,0.3,0.0,150.0,290.0,33.0,0.1,150.0,19.0,0.4,,0.3,1.0,1.0
13.055,"Sterkvin, søt, portvin, 20 vol-% alkohol",100.0,74.0,629.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,9.6,9.6,9.6,0.0,0.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.1,0.01,0.0,0.0,0.0,4.0,97.0,4.0,0.0,12.0,11.0,0.4,0.1,0.2,0.0,2.0
13.052,"Sterkvin, søt, vermouth, 15 vol-% alkohol",100.0,76.0,545.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,13.3,9.2,9.2,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,27.0,0.1,4.0,6.0,0.3,0.02,0.0,0.0,1.0
13.049,"Sterkøl, bokkøl, 6,5 vol-% alkohol",100.0,88.0,265.0,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.7,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.6,0.7,0.05,3.0,0.0,0.0,5.0,42.0,4.0,0.0,22.0,8.0,0.0,0.01,0.0,0.0,0.0
13.042,"Te, grønn, tilberedt",100.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.1,0.0,0.0,0.0,3.0,2.0,20.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0
13.010,"Te, svart, tilberedt",100.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,2.0,2.0,0.0,0.01,0.0,0.0,0.0
06.071,Tomatjuice,100.0,95.0,76.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.8,0.0,17.0,33.0,200.0,0.0,0.0,0.2,0.02,0.02,0.7,0.8,0.06,10.0,0.0,8.0,10.0,230.0,230.0,0.6,19.0,10.0,0.4,0.06,0.1,1.0,2.0
06.777,Tranebærjuice,100.0,87.0,218.0,51.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,12.1,0.0,12.1,0.1,0.4,0.0,2.0,4.0,27.0,0.0,0.0,1.2,0.01,0.02,0.1,0.2,0.05,1.0,0.0,9.0,8.0,77.0,2.0,0.0,13.0,6.0,0.3,0.06,0.1,0.0,6.0
06.627,Tropisk juice,100.0,89.0,183.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.2,9.3,0.0,9.3,0.0,0.3,0.0,5.0,9.0,54.0,0.0,0.0,0.1,0.02,0.0,0.2,0.3,0.05,8.0,0.0,5.0,11.0,91.0,4.0,0.0,8.0,7.0,0.1,0.02,0.1,0.0,0.0
13.033,"Vann, drikkevann",100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.007,"Vin, alkoholfri",100.0,96.0,71.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,70.0,3.0,0.0,20.0,3.0,0.6,0.0,0.0,0.0,1.0
13.030,"Vin, alkoholsvak",100.0,92.0,150.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,6.1,6.1,6.1,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.025,Vørterøl,100.0,91.0,162.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,3.4,5.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.4,0.5,0.02,5.0,0.0,0.0,3.0,40.0,2.0,0.0,20.0,8.0,0.0,0.01,0.0,0.0,0.0
13.026,"Øl, alkoholfritt",100.0,94.0,103.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,2.5,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.6,0.7,0.03,5.0,0.0,0.0,3.0,30.0,2.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0
13.050,"Øl, redusert energiinnhold, lavkarbo",100.0,95.0,133.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.3,0.4,0.04,3.0,0.0,0.0,7.0,30.0,6.0,0.0,9.0,8.0,0.0,0.01,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diverse matvarer og retter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.790,"Ajvar, paprikasaus, hjemmelaget",100.0,87.0,222.0,53.0,1.9,0.3,0.0,0.0,0.2,0.1,0.0,1.3,0.0,1.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,5.5,0.5,5.0,0.5,0.6,4.0,1.3,0.0,37.0,73.0,442.0,0.0,0.0,1.0,0.05,0.06,0.6,0.8,0.2,44.0,0.0,77.0,12.0,291.0,428.0,1.1,34.0,17.0,0.5,0.07,0.2,0.0,2.0
10.155,"Aspargessuppe, hjemmelaget",100.0,92.0,222.0,54.0,4.3,2.6,0.2,0.4,1.1,0.5,0.1,1.1,0.1,1.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.0,1.7,0.1,1.7,0.0,0.1,1.0,1.5,0.0,66.0,79.0,167.0,52.0,0.2,0.6,0.04,0.07,0.3,0.7,0.03,11.0,0.1,2.0,31.0,82.0,304.0,0.8,34.0,6.0,0.6,0.02,0.2,1.0,6.0
06.791,"Avokado- og kikertpålegg, Plantego",100.0,74.0,696.0,168.0,14.0,2.0,0.0,0.0,1.5,0.1,0.0,8.0,0.4,8.2,3.0,2.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4,0.0,5.1,4.1,1.0,0.0,0.0,3.0,4.0,0.0,2.0,4.0,25.0,0.0,0.0,2.7,0.05,0.09,1.0,1.7,0.19,27.0,0.0,9.0,34.0,348.0,73.0,0.2,70.0,28.0,0.9,0.25,0.9,2.0,0.0
10.185,"Avokadosuppe, kald",100.0,84.0,496.0,120.0,11.7,2.9,0.1,0.2,2.0,0.2,0.1,6.8,0.5,6.6,1.3,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,5.0,1.4,0.1,1.4,0.1,0.7,2.0,1.4,0.0,26.0,30.0,59.0,21.0,0.0,1.1,0.06,0.08,1.1,1.3,0.16,18.0,0.0,3.0,21.0,359.0,320.0,0.8,40.0,18.0,0.4,0.13,0.3,0.0,5.0
12.015,Baconcrisp,100.0,6.0,2519.0,606.0,46.0,16.6,0.0,0.0,2.4,1.3,0.2,23.9,0.1,34.0,3.7,4.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.6,119.0,0.2,0.0,0.2,0.0,0.0,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.56,0.2,4.2,12.2,0.05,0.0,0.0,0.0,32.0,300.0,1320.0,3.3,180.0,18.0,2.4,0.2,1.6,14.0,0.0
05.502,"Baguette, fin, med kylling, kjøpt i kafé/bakeri",100.0,53.0,1035.0,248.0,12.9,4.5,0.6,0.6,1.8,0.9,0.1,5.2,0.2,4.9,2.4,1.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,25.0,23.4,22.5,0.9,0.0,0.0,2.0,8.5,0.0,107.0,123.0,192.0,91.0,1.0,2.4,0.13,0.07,1.8,3.7,0.12,21.0,0.1,10.0,18.0,172.0,210.0,0.5,89.0,19.0,0.6,0.07,0.7,3.0,3.0
05.517,"Baguette, fin, med ost og skinke, kjøpt i kafé/bakeri",100.0,49.0,1117.0,267.0,13.1,6.1,0.7,0.9,2.3,1.1,0.2,4.2,0.2,4.0,1.7,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,20.0,26.1,25.4,0.8,0.1,0.1,2.0,10.0,0.0,119.0,135.0,199.0,102.0,1.0,1.7,0.27,0.1,1.3,3.3,0.1,32.0,0.4,20.0,120.0,203.0,357.0,0.9,177.0,23.0,0.6,0.08,1.3,3.0,6.0
05.518,"Baguette, fin, med roastbiff, kjøpt i kafé/bakeri ",100.0,45.0,1141.0,272.0,11.2,1.4,0.2,0.1,0.7,0.2,0.0,6.1,0.1,5.7,3.0,2.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,14.0,31.8,30.4,1.4,1.2,1.2,2.0,10.0,0.0,8.0,12.0,54.0,3.0,0.1,3.2,0.13,0.06,1.7,3.8,0.08,21.0,0.2,1.0,14.0,157.0,418.0,1.0,94.0,22.0,1.1,0.09,1.3,2.0,0.0
05.503,"Baguette, grov, med kylling, kjøpt i kafé/bakeri",100.0,56.0,998.0,239.0,13.7,4.8,0.7,0.6,1.9,0.9,0.1,5.5,0.2,5.2,2.6,1.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,25.0,19.6,18.7,0.9,0.0,0.0,2.0,8.1,0.0,107.0,123.0,192.0,91.0,1.0,2.5,0.14,0.08,2.0,3.8,0.13,23.0,0.1,10.0,19.0,181.0,219.0,0.5,96.0,23.0,0.7,0.07,0.8,3.0,3.0
05.516,"Baguette, grov, med ost og skinke, kjøpt i kafé/bakeri",100.0,52.0,1073.0,257.0,14.1,6.5,0.9,0.9,2.4,1.2,0.2,4.6,0.2,4.3,1.9,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,20.0,21.8,21.0,0.8,0.1,0.1,3.0,9.5,0.0,119.0,135.0,199.0,102.0,1.0,2.0,0.28,0.1,1.6,3.4,0.11,34.0,0.4,20.0,121.0,214.0,367.0,0.9,186.0,27.0,0.8,0.08,1.3,3.0,6.0
05.519,"Baguette, grov, med roastbiff, kjøpt i kafé/bakeri ",100.0,49.0,1089.0,260.0,12.3,1.8,0.4,0.2,0.8,0.3,0.0,6.6,0.1,6.2,3.2,2.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4,14.0,26.6,25.2,1.4,1.2,1.2,3.0,9.4,0.0,8.0,12.0,54.0,3.0,0.1,3.5,0.15,0.06,2.0,3.9,0.08,24.0,0.2,0.0,14.0,169.0,431.0,1.1,105.0,27.0,1.2,0.1,1.5,2.0,0.0
12.018,Bakepulver,100.0,57.0,731.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,37.8,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1130.0,49.0,11800.0,29.5,8430.0,9.0,0.0,0.0,2.8,0.0,
10.129,Balsamicoeddik,100.0,85.0,263.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,27.0,112.0,23.0,0.1,19.0,12.0,0.7,0.03,0.1,,
10.015,"Bernaisesaus, av pulver",100.0,72.0,871.0,211.0,19.5,8.2,1.1,1.1,2.8,1.8,0.2,7.3,0.2,7.0,2.6,1.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,19.0,6.3,3.0,3.3,1.0,1.0,0.0,2.5,0.0,184.0,191.0,84.0,177.0,2.5,2.0,0.03,0.07,0.0,0.5,0.0,0.0,0.2,0.0,52.0,144.0,584.0,1.5,68.0,5.0,0.1,0.0,0.3,0.0,5.0
10.171,"Bernaisesaus, hjemmelaget",100.0,41.0,2089.0,508.0,54.7,33.5,1.5,5.2,15.2,5.6,1.5,13.7,1.3,11.7,1.8,1.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.8,222.0,1.0,0.2,0.8,0.0,0.0,0.3,2.8,0.0,464.0,487.0,271.0,442.0,7.1,2.5,0.02,0.07,0.1,0.7,0.07,16.0,0.5,2.0,36.0,74.0,559.0,1.4,78.0,6.0,1.0,0.04,0.5,8.0,23.0
10.024,"Betasuppe, av pulver, tilberedt",100.0,90.0,169.0,40.0,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,7.1,6.7,0.5,0.1,0.0,0.8,1.4,0.0,2.0,4.0,27.0,0.0,0.0,0.1,0.02,0.03,0.5,0.6,0.08,3.0,0.0,6.0,13.0,135.0,284.0,0.7,26.0,12.0,0.3,0.03,0.1,0.0,4.0
10.156,"Betasuppe, hjemmelaget",100.0,91.0,174.0,41.0,1.3,0.5,0.0,0.0,0.3,0.1,0.0,0.6,0.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.0,3.1,1.4,1.7,0.0,0.0,1.0,3.6,0.0,40.0,79.0,470.0,1.0,0.0,0.2,0.05,0.02,0.8,2.1,0.07,10.0,0.1,4.0,14.0,128.0,53.0,0.1,43.0,8.0,0.3,0.04,0.3,2.0,0.0
10.032,"Blomkål/brokkolisuppe, Rett i koppen",100.0,92.0,142.0,34.0,1.0,0.3,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.7,5.1,0.0,0.0,0.0,0.7,1.1,0.0,1.0,1.0,8.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.0,0.0,280.0,0.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10.012,"Blomkålsuppe, av pulver",100.0,93.0,134.0,32.0,0.9,0.3,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.4,0.9,0.0,0.0,0.5,1.5,0.0,1.0,1.0,6.0,0.0,0.1,0.1,0.01,0.03,0.0,0.3,0.0,0.0,0.1,0.0,28.0,35.0,203.0,0.5,22.0,3.0,0.0,0.0,0.0,0.0,3.0
10.150,"Blomkålsuppe, hjemmelaget",100.0,95.0,109.0,26.0,1.5,0.9,0.0,0.1,0.4,0.2,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7,0.0,1.7,0.0,0.0,0.7,1.2,0.0,19.0,19.0,8.0,18.0,0.0,0.1,0.01,0.06,0.1,0.3,0.04,18.0,0.1,5.0,28.0,89.0,223.0,0.6,28.0,5.0,0.1,0.01,0.1,0.0,5.0
10.157,"Bouillabaisse, fransk fiskesuppe",100.0,90.0,217.0,52.0,2.9,0.4,0.0,0.0,0.3,0.1,0.0,1.7,0.1,1.6,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,24.0,1.5,0.1,1.4,0.2,0.2,0.8,4.5,0.0,26.0,47.0,263.0,4.0,0.6,0.9,0.03,0.03,0.8,2.2,0.11,9.0,0.6,5.0,15.0,153.0,296.0,0.7,61.0,11.0,0.3,0.04,0.2,7.0,26.0
10.158,"Brokkolisuppe, hjemmelaget",100.0,93.0,161.0,39.0,2.8,1.4,0.1,0.2,0.7,0.2,0.1,1.0,0.1,0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,1.7,0.4,1.3,0.1,0.1,1.0,1.3,0.0,30.0,33.0,50.0,25.0,0.1,0.4,0.02,0.06,0.1,0.4,0.05,16.0,0.0,4.0,24.0,103.0,343.0,0.9,27.0,8.0,0.2,0.02,0.1,0.0,6.0
10.016,"Brun saus, av blokk",100.0,87.0,288.0,69.0,3.5,0.6,0.0,0.0,0.4,0.1,0.0,2.5,0.0,2.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,8.4,7.1,1.2,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.3,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.0,0.0,2.0
10.017,"Brun saus, kjøttkakesaus, av pulver",100.0,93.0,150.0,36.0,1.1,0.2,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.3,5.2,0.1,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.3,0.5,0.0,0.0,0.0,0.0,7.0,0.0,244.0,0.6,0.0,3.0,0.1,0.0,0.0,0.0,0.0
10.025,"Brun saus, med løk, av pulver",100.0,92.0,169.0,40.0,1.5,0.2,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.4,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.7,4.6,1.1,0.3,0.3,0.2,0.9,0.0,,,0.0,,0.0,,,,,,,,0.0,0.0,,50.0,368.0,0.9,,,,,0.0,0.0,
05.504,"Bruschetta, med tomat og basilikum",100.0,75.0,465.0,111.0,3.4,0.5,0.0,0.0,0.3,0.1,0.0,2.1,0.0,2.1,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,15.3,13.3,2.0,0.0,0.0,3.0,3.3,0.0,25.0,48.0,290.0,0.0,0.0,1.1,0.1,0.04,0.8,1.4,0.09,21.0,0.0,11.0,19.0,247.0,261.0,0.7,70.0,24.0,0.7,0.09,0.5,1.0,0.0
10.100,Buljongpulver,100.0,70.0,609.0,145.0,4.5,2.2,0.0,0.2,1.1,0.9,0.0,1.8,0.2,1.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,9.0,0.0,9.0,6.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.15,0.9,,,,,0.0,0.0,40.0,1500.0,22000.0,55.0,,120.0,1.1,,1.6,,390.0
